freq,psd_x,psd_y,psd_z,psd_xyz
57.0,7.217e+02,2.121e+03,2.474e+04,2.758e+04
58.5,8.116e+02,2.873e+03,2.160e+04,2.529e+04
60.1,9.072e+02,4.082e+03,2.219e+04,2.718e+04
61.6,1.235e+03,6.080e+03,2.647e+04,3.379e+04
63.2,1.900e+03,8.719e+03,3.258e+04,4.320e+04
64.7,2.828e+03,1.108e+04,3.600e+04,4.990e+04
66.2,3.682e+03,1.184e+04,3.430e+04,4.982e+04
67.8,4.691e+03,1.059e+04,2.844e+04,4.373e+04
69.3,5.685e+03,8.544e+03,2.078e+04,3.501e+04
70.9,5.346e+03,6.893e+03,1.428e+04,2.652e+04
72.4,3.920e+03,6.015e+03,1.056e+04,2.050e+04
73.9,2.404e+03,4.860e+03,7.632e+03,1.490e+04
75.5,1.369e+03,3.582e+03,5.157e+03,1.011e+04
77.0,8.536e+02,2.699e+03,3.493e+03,7.046e+03
78.6,5.661e+02,2.116e+03,2.282e+03,4.965e+03
80.1,3.954e+02,1.906e+03,1.326e+03,3.628e+03
81.6,2.991e+02,1.939e+03,6.740e+02,2.912e+03
83.2,2.476e+02,1.895e+03,4.834e+02,2.626e+03
84.7,1.917e+02,1.247e+03,9.063e+02,2.345e+03
86.3,1.250e+02,5.934e+02,1.553e+03,2.272e+03
87.8,8.371e+01,2.933e+02,1.685e+03,2.062e+03
89.3,6.656e+01,2.308e+02,1.648e+03,1.945e+03
90.9,5.743e+01,2.746e+02,1.808e+03,2.140e+03
92.4,5.856e+01,3.827e+02,2.010e+03,2.451e+03
94.0,5.331e+01,5.687e+02,2.351e+03,2.973e+03
95.5,6.057e+01,8.156e+02,2.762e+03,3.639e+03
97.1,7.216e+01,1.104e+03,3.501e+03,4.677e+03
98.6,7.888e+01,1.472e+03,4.378e+03,5.929e+03
100.1,9.192e+01,1.950e+03,4.383e+03,6.424e+03
101.7,1.088e+02,2.531e+03,4.896e+03,7.536e+03
103.2,1.237e+02,3.337e+03,6.538e+03,9.999e+03
104.8,1.353e+02,4.239e+03,8.705e+03,1.308e+04
106.3,1.496e+02,5.107e+03,1.112e+04,1.638e+04
107.8,1.740e+02,5.894e+03,1.390e+04,1.996e+04
109.4,1.915e+02,6.318e+03,1.656e+04,2.307e+04
110.9,2.000e+02,6.544e+03,1.904e+04,2.579e+04
112.5,1.876e+02,6.696e+03,2.207e+04,2.895e+04
114.0,1.755e+02,6.920e+03,2.607e+04,3.317e+04
115.5,1.496e+02,8.303e+03,3.163e+04,4.008e+04
117.1,9.846e+01,1.208e+04,3.549e+04,4.767e+04
118.6,6.968e+01,1.516e+04,2.391e+04,3.914e+04
120.2,7.395e+01,1.136e+04,6.466e+03,1.790e+04
121.7,7.240e+01,6.409e+03,9.661e+02,7.448e+03
123.2,8.223e+01,5.040e+03,3.265e+02,5.449e+03
124.8,8.024e+01,4.430e+03,3.442e+02,4.854e+03
126.3,6.586e+01,3.977e+03,4.531e+02,4.496e+03
127.9,5.277e+01,3.777e+03,6.048e+02,4.434e+03
129.4,4.284e+01,3.692e+03,5.540e+02,4.289e+03
130.9,3.150e+01,3.574e+03,3.221e+02,3.927e+03
132.5,2.842e+01,2.515e+03,1.760e+02,2.720e+03
134.0,2.393e+01,5.294e+02,1.002e+02,6.535e+02
135.6,2.071e+01,1.305e+02,8.877e+01,2.400e+02
137.1,2.236e+01,1.235e+02,1.030e+02,2.489e+02
138.6,2.188e+01,1.277e+02,9.752e+01,2.471e+02
140.2,2.337e+01,1.179e+02,9.880e+01,2.401e+02
141.7,2.404e+01,1.040e+02,8.958e+01,2.176e+02
143.3,2.168e+01,8.237e+01,8.426e+01,1.883e+02
144.8,2.168e+01,6.138e+01,8.412e+01,1.672e+02
146.3,2.178e+01,5.885e+01,8.211e+01,1.627e+02
147.9,2.269e+01,7.077e+01,8.249e+01,1.759e+02
149.4,2.314e+01,7.733e+01,8.946e+01,1.899e+02
151.0,2.493e+01,8.826e+01,9.417e+01,2.074e+02
152.5,2.593e+01,9.996e+01,9.272e+01,2.186e+02
154.1,2.599e+01,1.027e+02,9.310e+01,2.218e+02
155.6,2.605e+01,9.793e+01,9.875e+01,2.227e+02
157.1,2.568e+01,8.893e+01,1.011e+02,2.157e+02
158.7,2.516e+01,9.783e+01,1.011e+02,2.241e+02
160.2,2.993e+01,1.127e+02,9.988e+01,2.425e+02
161.8,3.295e+01,1.201e+02,8.921e+01,2.423e+02
163.3,3.375e+01,1.117e+02,8.917e+01,2.347e+02
164.8,3.190e+01,1.053e+02,9.408e+01,2.313e+02
166.4,2.899e+01,9.603e+01,8.607e+01,2.111e+02
167.9,2.961e+01,9.858e+01,8.996e+01,2.181e+02
169.5,3.388e+01,1.069e+02,8.968e+01,2.305e+02
171.0,3.438e+01,1.125e+02,8.621e+01,2.331e+02
172.5,3.587e+01,1.052e+02,9.331e+01,2.344e+02
174.1,3.214e+01,9.562e+01,9.215e+01,2.199e+02
175.6,2.959e+01,8.363e+01,8.647e+01,1.997e+02
177.2,2.721e+01,8.045e+01,8.956e+01,1.972e+02
178.7,2.522e+01,7.589e+01,9.040e+01,1.915e+02
180.2,2.325e+01,7.203e+01,8.950e+01,1.848e+02
181.8,2.227e+01,8.005e+01,8.409e+01,1.864e+02
183.3,2.459e+01,8.377e+01,8.517e+01,1.935e+02
184.9,2.553e+01,8.442e+01,8.031e+01,1.903e+02
186.4,2.518e+01,8.411e+01,7.949e+01,1.888e+02
187.9,2.656e+01,9.333e+01,8.844e+01,2.083e+02
189.5,2.564e+01,9.101e+01,8.983e+01,2.065e+02
191.0,2.636e+01,8.910e+01,8.623e+01,2.017e+02
192.6,2.424e+01,9.573e+01,9.353e+01,2.135e+02
194.1,2.335e+01,8.904e+01,9.386e+01,2.063e+02
195.6,2.286e+01,8.028e+01,8.643e+01,1.896e+02
197.2,2.205e+01,8.492e+01,8.956e+01,1.965e+02
198.7,2.377e+01,7.932e+01,9.072e+01,1.938e+02
