freq,psd_x,psd_y,psd_z,psd_xyz
127.2,6.498e+04,2.106e+03,2.915e+03,7.000e+04
128.8,6.345e+04,2.244e+03,3.119e+03,6.881e+04
130.3,6.167e+04,2.413e+03,3.379e+03,6.747e+04
131.9,5.410e+04,2.299e+03,3.334e+03,5.973e+04
133.5,2.073e+04,9.645e+02,1.442e+03,2.314e+04
135.1,1.737e+03,1.735e+02,2.317e+02,2.142e+03
136.6,8.085e+02,1.223e+02,1.734e+02,1.104e+03
138.2,6.460e+02,1.003e+02,1.657e+02,9.120e+02
139.8,5.266e+02,8.697e+01,1.587e+02,7.723e+02
141.3,4.011e+02,8.697e+01,1.343e+02,6.223e+02
142.9,3.294e+02,8.826e+01,1.271e+02,5.448e+02
144.5,3.003e+02,9.842e+01,1.089e+02,5.076e+02
146.1,2.659e+02,1.006e+02,1.014e+02,4.679e+02
147.6,2.273e+02,9.373e+01,1.026e+02,4.237e+02
149.2,1.898e+02,8.859e+01,1.034e+02,3.818e+02
150.8,1.776e+02,8.540e+01,1.068e+02,3.698e+02
152.3,1.530e+02,8.105e+01,1.055e+02,3.396e+02
153.9,1.480e+02,8.028e+01,1.130e+02,3.413e+02
155.5,1.558e+02,8.237e+01,1.417e+02,3.799e+02
157.0,1.897e+02,7.359e+01,1.737e+02,4.369e+02
158.6,2.307e+02,8.782e+01,2.198e+02,5.384e+02
160.2,3.064e+02,1.238e+02,3.000e+02,7.303e+02
161.8,3.784e+02,1.703e+02,3.420e+02,8.908e+02
163.3,5.053e+02,2.652e+02,3.138e+02,1.084e+03
164.9,6.306e+02,3.620e+02,2.970e+02,1.290e+03
166.5,7.306e+02,4.133e+02,2.342e+02,1.378e+03
168.0,7.782e+02,4.048e+02,1.721e+02,1.355e+03
169.6,7.971e+02,4.057e+02,1.681e+02,1.371e+03
171.2,7.983e+02,4.056e+02,1.650e+02,1.369e+03
172.7,7.246e+02,3.698e+02,1.594e+02,1.254e+03
174.3,6.645e+02,3.952e+02,1.626e+02,1.222e+03
175.9,6.110e+02,4.304e+02,1.568e+02,1.198e+03
177.5,5.304e+02,4.184e+02,1.503e+02,1.099e+03
179.0,4.403e+02,3.832e+02,1.360e+02,9.594e+02
180.6,3.568e+02,2.973e+02,1.280e+02,7.822e+02
182.2,2.955e+02,2.299e+02,1.176e+02,6.430e+02
183.7,2.438e+02,2.196e+02,1.028e+02,5.661e+02
185.3,2.114e+02,1.998e+02,1.081e+02,5.193e+02
186.9,2.055e+02,1.926e+02,1.377e+02,5.357e+02
188.5,2.043e+02,1.902e+02,1.568e+02,5.512e+02
190.0,2.262e+02,2.282e+02,1.577e+02,6.121e+02
191.6,2.975e+02,3.157e+02,1.675e+02,7.806e+02
193.2,3.722e+02,4.057e+02,1.715e+02,9.494e+02
194.7,4.214e+02,4.329e+02,1.836e+02,1.038e+03
196.3,4.488e+02,3.882e+02,1.931e+02,1.030e+03
197.9,4.637e+02,3.796e+02,1.736e+02,1.017e+03
199.4,4.803e+02,3.570e+02,1.933e+02,1.031e+03
